Optimization storage folder ./simulations/storage/OPT_cobyla_Egg_CCS_const_4 created
before =  (30.0, 30.0, 20.0, 20.0)
after =  (30, 30, 20, 20)
before =  (30.000000447034836, 30.0, 20.0, 20.0)
after =  (30, 30, 20, 20)
before =  (30.0, 30.000000447034836, 20.0, 20.0)
after =  (30, 30, 20, 20)
before =  (30.0, 30.0, 20.000000298023224, 20.0)
after =  (30, 30, 20, 20)
before =  (30.0, 30.0, 20.0, 20.000000298023224)
after =  (30, 30, 20, 20)
before =  (31.0, 30.0, 20.0, 20.0)
after =  (31, 30, 20, 20)
before =  (30.0, 31.0, 20.0, 20.0)
after =  (30, 31, 20, 20)
before =  (30.0, 31.0, 21.0, 20.0)
after =  (30, 31, 21, 20)
before =  (30.0, 31.0, 20.0, 21.0)
after =  (30, 31, 20, 21)
before =  (29.841783438771927, 30.976867879967998, 20.471504966828817, 20.867245923041292)
after =  (30, 31, 20, 21)
before =  (29.920891719385963, 30.988433939984, 20.23575248341441, 20.433622961520648)
after =  (30, 31, 20, 20)
before =  (29.7629877256668, 31.0, 19.920468988341625, 20.0)
after =  (30, 31, 20, 20)
before =  (29.283527062699452, 30.997168366385118, 20.014486828670478, 20.106160728227906)
after =  (29, 31, 20, 20)
before =  (29.280331107390584, 30.996291458092518, 19.610635893768105, 20.400937659618386)
after =  (29, 31, 20, 20)
before =  (29.282999431456595, 31.2471461346182, 20.01605923518551, 20.109052878333337)
after =  (29, 31, 20, 20)
before =  (29.158087476754442, 31.00322248838783, 19.72979283555089, 19.714781643239522)
after =  (29, 31, 20, 20)
before =  (30.246985228313967, 31.00265333666538, 19.844023826224532, 19.900523799706978)
after =  (30, 31, 20, 20)
before =  (30.004986476990382, 31.00132666833269, 19.88224640728308, 19.950261899853487)
after =  (30, 31, 20, 20)
before =  (29.764462943658852, 30.99487857209319, 20.0227958180698, 19.92840520531594)
after =  (30, 31, 20, 20)
before =  (29.726705695054576, 30.81588926719677, 19.874611009577947, 20.158694354357745)
after =  (30, 31, 20, 20)
before =  (29.735056563475162, 30.94545701457093, 19.856457875415913, 19.911838271675744)
after =  (30, 31, 20, 20)
before =  (29.710132516022213, 31.207720725088713, 19.856950097024015, 20.111909685138635)
after =  (30, 31, 20, 20)
before =  (29.751289999699456, 31.004229255745617, 20.04463375583066, 19.992693351149487)
after =  (30, 31, 20, 20)
before =  (29.76463406502722, 30.96266646841619, 19.910861034032706, 20.049167409939805)
after =  (30, 31, 20, 20)
before =  (29.73354400576157, 31.00783504522927, 19.917805665439975, 20.00641472022142)
after =  (30, 31, 20, 20)
before =  (29.81730294175846, 31.027356772275933, 19.91235799964777, 19.98808672278644)
after =  (30, 31, 20, 20)
before =  (29.76536128288478, 30.988204259990773, 19.94760047076469, 19.99021879837164)
after =  (30, 31, 20, 20)
before =  (29.761360755667233, 30.98398588489052, 19.901419449461308, 19.981169740991476)
after =  (30, 31, 20, 20)
before =  (29.77359742076256, 31.01072130987846, 19.917943256939072, 20.0032014356697)
after =  (30, 31, 20, 20)
before =  (29.76465700391597, 30.99031551669137, 19.91884994441986, 20.012039253089423)
after =  (30, 31, 20, 20)
before =  (29.762758790746666, 30.998845741795314, 19.927303180530377, 19.996402188140483)
after =  (30, 31, 20, 20)
before =  (29.76069615937205, 31.001964713065895, 19.921818898031383, 20.002079701752045)
after =  (30, 31, 20, 20)
before =  (29.76311877900252, 30.997734374499426, 19.91448820246282, 19.995515011411808)
after =  (30, 31, 20, 20)
before =  (29.76467841339439, 30.997280050772673, 19.920597786955742, 20.0022328571804)
after =  (30, 31, 20, 20)
before =  (29.765938768465233, 31.002522824028734, 19.92036197867312, 19.99958281501081)
after =  (30, 31, 20, 20)
before =  (29.762131011926556, 30.999542048256124, 19.919280506974022, 19.998792303402322)
after =  (30, 31, 20, 20)
before =  (29.763040909593048, 30.999582755941898, 19.922124308617263, 19.999052534477325)
after =  (30, 31, 20, 20)
before =  (29.763680057458203, 31.000648823655453, 19.920237962307585, 20.000002417176024)
after =  (30, 31, 20, 20)
before =  (29.762677628424697, 31.00036479361918, 19.920564075991667, 19.999988073820585)
after =  (30, 31, 20, 20)
before =  (29.763167962044143, 30.999223906097203, 19.920371531888776, 20.000556210084888)
after =  (30, 31, 20, 20)
before =  (29.763135909342793, 30.999856359951767, 19.920785791486757, 19.99969102834912)
after =  (30, 31, 20, 20)
before =  (29.76289390096682, 30.999896610363187, 19.92007915544262, 19.999741240654995)
after =  (30, 31, 20, 20)
before =  (29.7631846552633, 31.000121158345163, 19.9204122912373, 20.000054124602137)
after =  (30, 31, 20, 20)
before =  (29.762900308296935, 30.999841477638455, 19.920501308659848, 20.000160589246654)
after =  (30, 31, 20, 20)
before =  (29.762921878782965, 31.00006914014704, 19.920494378948288, 19.999984535684625)
after =  (30, 31, 20, 20)
before =  (29.763003866103205, 30.99999731555074, 19.920516116520908, 19.999996651155044)
after =  (30, 31, 20, 20)
before =  (29.76298258233995, 30.999962118143447, 19.92038912122739, 19.99995352683358)
after =  (30, 31, 20, 20)
before =  (29.763021392507166, 31.000033114352604, 19.920458448628846, 19.99998739452635)
after =  (30, 31, 20, 20)
before =  (29.762971668158112, 30.999989587037245, 19.920442474829123, 20.000094502699834)
after =  (30, 31, 20, 20)
